count,mean,std,min,max,median,range,p10,p25,p75,p90,iqr,skew,kurtosis,slope,intercept,dmean,dstd,dmax,dmin,dmedian,drange,energy,rms,variance,median_dt,mean_dt,std_dt,zero_crossings,fft_real_1,fft_imag_1,fft_abs_1,fft_real_2,fft_imag_2,fft_abs_2,segment,channel,anomaly,label,train
230,-4.5195422400000004e-06,2.0814192590942283e-05,-4.19537e-05,2.30983e-05,-3.58969e-06,6.5052e-05,-3.6264829999999994e-05,-2.2118425e-05,1.62368e-05,2.183046e-05,3.8355225000000003e-05,-0.23209084249298717,-1.2642493263381807,1.0015647109323321e-07,-1.6000522067709107e-05,17.698515309349176,210.3419495117503,1253.3900000000003,-970.5699999999998,0.0,2223.96,1.0434108131255558e-07,2.1299222410031327e-05,4.332306132128366e-10,1.0,1.0,0.5118678868853311,2,-0.003210816044203202,0.0009398800532910511,0.003345551402128965,-0.00011614308792969802,0.0003074278065557982,0.00032863516719540967,11,CADC0872,0,nominal,1
239,8.207475334476986e-06,2.592424528322957e-05,-3.31212e-05,4.50803e-05,8.99195e-06,7.82015e-05,-2.461276e-05,-1.746995e-05,3.3990649999999996e-05,4.220608e-05,5.14606e-05,-0.04423761434892896,-1.4771013537511233,-2.1592293797563368e-08,1.0776958296387025e-05,-3.6106722689075594e-08,9.131030367840008e-07,2.9113000000000004e-06,-2.504999999999999e-06,0.0,5.416299999999999e-06,1.7672356562419258e-07,2.719244646719193e-05,6.720664935050506e-10,1.0,1.0,0.0,2,-0.004368153556424507,-0.00015559446652127598,0.0043709238303265025,-5.170362609974954e-05,-0.00016533495080716672,0.00017323080242921852,12,CADC0872,0,nominal,0
230,-1.595561282608696e-06,2.4671041910182066e-05,-3.83823e-05,4.48744e-05,0.0,8.32567e-05,-3.2712910000000004e-05,-2.3296025e-05,1.109454e-05,3.995258e-05,3.4390565e-05,0.38974607048730264,-0.812622692797941,-5.452731714251192e-08,4.647816530208916e-06,-2.1776855895196528e-08,3.1390751951623847e-06,7.7484e-06,-4.47503e-05,0.0,5.24987e-05,1.4057740869031957e-07,2.4722583294237677e-05,6.0866030893396e-10,1.0,1.0,0.0,2,-0.003529713569595576,-0.00102271639543732,0.00367489138735874,-0.0003231060919383201,0.0009449659214344625,0.0009986781960772632,13,CADC0872,1,anomaly,0
222,6.963036954954955e-06,2.569223769114711e-05,-3.81081e-05,4.26327e-05,8.267704999999999e-06,8.07408e-05,-2.999344e-05,-1.60961e-05,3.199835e-05,4.028696e-05,4.8094449999999995e-05,-0.16176704299634542,-1.3099544300386137,8.701761564181714e-08,-2.652409573465842e-06,8.350090497737558e-08,9.333212568122546e-07,2.7766599999999998e-06,-2.0892000000000003e-06,0.0,4.86586e-06,1.57303641389612e-07,2.6619071381520216e-05,6.600910775784002e-10,1.0,1.0,0.0,2,-0.0039441700520704845,0.0006130641904289393,0.003991531673585464,-8.27469199231929e-05,0.0003818404841956374,0.0003907034785198797,14,CADC0872,0,nominal,1
201,-7.767890676616916e-06,1.2082397907543902e-05,-3.01621e-05,1.11248e-05,-6.8658e-06,4.12869e-05,-2.43351e-05,-1.88426e-05,4.44927e-06,7.54237e-06,2.329187e-05,-0.14665425077536115,-1.3764193585466062,-5.7976668619772416e-08,-1.9702238146396712e-06,-5.1872e-08,2.008859510125066e-06,1.30534e-05,-1.00122e-05,0.0,2.3065599999999998e-05,4.1471217416778744e-08,1.436399891256238e-05,1.4598433919622125e-10,1.0,1.0,0.0,4,-0.0016059352480998273,-0.00044226548267318414,0.0016657210985797108,1.0895675393699367e-05,-0.0002377793838334194,0.00023802888715129822,15,CADC0872,1,anomaly,1
250,2.560307673600001e-06,2.369248928002389e-05,-3.55565e-05,3.73498e-05,2.707285e-06,7.290629999999999e-05,-2.841146e-05,-2.06896e-05,2.64071e-05,3.39974e-05,4.70967e-05,-0.039400728337475585,-1.4583843794155233,-4.1387470188796646e-08,7.713047712105177e-06,-2.3364658634538167e-08,1.4457826699531053e-06,5.407530000000001e-06,-5.1516e-06,0.0,1.055913e-05,1.4197230591688552e-07,2.3830426426472987e-05,5.613340482840469e-10,1.0,1.0,0.0,2,-0.004140968664383543,-0.0005440532423561092,0.00417655544796482,-7.0266355862207325e-06,-0.0002098432783229042,0.00020996088936981903,16,CADC0872,0,nominal,1
239,2.181008912133891e-06,1.845609316089542e-05,-3.58335e-05,2.65647e-05,3.49299e-06,6.239820000000001e-05,-2.630646e-05,-1.115385e-05,1.97582e-05,2.50406e-05,3.091205e-05,-0.363082320020136,-1.0120805740067558,9.766885750676836e-08,-9.441585131171541e-06,9.850378151260502e-08,1.2981381608540553e-06,4.583199999999999e-06,-4.70936e-06,0.0,9.292559999999999e-06,8.25468177385915e-08,1.8584514377256623e-05,3.4062737476365075e-10,1.0,1.0,0.0,2,-0.002907776656552943,0.0008645911403310216,0.0030335924123608147,-9.591798163985363e-05,0.00044427582061206945,0.00045451211643078446,17,CADC0872,0,nominal,1
214,-1.104237738317757e-06,1.5606032530274945e-05,-3.01938e-05,2.34911e-05,-2.379505e-07,5.36849e-05,-2.625753e-05,-1.1963e-05,1.2914974999999999e-05,1.85922e-05,2.4877975e-05,-0.32154068489461285,-1.0863347541610358,-1.1024565581640241e-07,1.0636924606129103e-05,-8.543427230046947e-08,1.2466478487063499e-06,4.5785e-06,-4.2909e-06,0.0,8.8694e-06,5.238026475620714e-08,1.5645050090003705e-05,2.435482513359998e-10,1.0,1.0,0.0,2,-0.002096900739798511,-0.000955474996181274,0.002304327489940427,1.49998591481177e-05,-0.00032670709999062513,0.0003270512573875045,18,CADC0872,0,nominal,0
203,-5.584398348768473e-06,1.387911342484025e-05,-3.32828e-05,1.67291e-05,-4.55757e-06,5.00119e-05,-2.5488679999999997e-05,-1.799375e-05,8.3209e-06,1.249954e-05,2.631465e-05,-0.14684415535097922,-1.2649221065817802,4.845566800052219e-08,-1.0478420816821214e-05,4.887376237623758e-08,1.5362109409811599e-06,7.013139999999998e-06,-7.11598e-06,0.0,1.4129119999999998e-05,4.5434504758593705e-08,1.496045769277494e-05,1.9262978945958084e-10,1.0,1.0,0.0,2,-0.0019436567231383766,0.00027298328673783733,0.0019627331281249637,-4.87006486940718e-05,0.00018385586495138674,0.00019019656216726408,19,CADC0872,1,anomaly,1
268,3.992460474626865e-06,2.3200584888085574e-05,-3.96989e-05,3.5826e-05,0.0,7.55249e-05,-3.42731e-05,-1.1492125e-05,2.64199e-05,3.312843e-05,3.7912025e-05,-0.31204672553459334,-1.02966075201578,-9.761858910773812e-08,1.702454212050991e-05,-7.111161048689141e-08,2.2547285294083273e-06,7.0939e-06,-2.70465e-05,0.0,3.4140399999999996e-05,1.485274437839136e-07,2.354159892171138e-05,5.382671391492646e-10,1.0,1.0,0.0,2,-0.003979534928466734,-0.0014514932224082902,0.004235980502974953,-0.0003738599173145424,-2.977575763607185e-05,0.0003750437754679293,20,CADC0872,1,anomaly,0
282,5.2895249343971635e-06,2.0559102743085867e-05,-4.00019e-05,6.13805e-05,6.78818e-06,0.00010138240000000001,-2.90057e-05,-4.47895e-06,2.412135e-05,2.857695e-05,2.8600299999999998e-05,-0.5351140290160574,-0.6099811249142237,1.5620460142883864e-07,-1.6657221566354673e-05,1.3682390747330958e-07,4.769157246590854e-06,6.13805e-05,-4.3687400000000005e-05,0.0,0.00010506790000000001,1.270849298563284e-07,2.12286546825834e-05,4.2267670560076084e-10,1.0,1.0,0.0,8,-0.0030838156208967704,0.002185550054063584,0.0037797549950366184,-0.00022572866523019365,0.0006421027710435201,0.0006806242714511231,21,CADC0872,1,anomaly,0
184,-5.040148853641304e-06,1.5151888968130378e-05,-4.1907e-05,6.65839e-06,0.0,4.8565389999999993e-05,-3.683237e-05,-1.4670775e-06,4.892149999999999e-06,6.09979e-06,6.359227499999999e-06,-1.5093964027183435,0.5374727443578138,-2.0540043218505706e-07,1.3753990691291422e-05,-2.062925136612022e-07,2.741773362025378e-06,6.383299999999997e-06,-3.02563e-05,0.0,3.66396e-05,4.691684251757194e-08,1.5968182105969756e-05,2.2957973930255104e-10,1.0,1.0,0.0,1,-0.0010501415781191724,-0.000925670512835009,0.0013998797206999087,-0.0005292577622022377,-0.0007947458921459764,0.0009548480569882437,22,CADC0872,1,anomaly,1
244,2.346611106557377e-06,2.9847725935835408e-05,-4.32762e-05,4.70669e-05,2.178535e-06,9.03431e-05,-3.777605e-05,-2.7065274999999998e-05,3.1905475e-05,4.190326e-05,5.897075e-05,0.0022501749039919904,-1.4878089313826552,2.448641468842551e-08,-6.284882780863212e-07,-8.394238683127574e-09,1.7574081458614856e-06,7.5003e-06,-7.497699999999994e-06,0.0,1.4997999999999994e-05,2.1871997184318307e-07,2.993982844349914e-05,8.908867435407416e-10,1.0,1.0,0.0,2,-0.005122229588526732,0.00043427353998626446,0.005140605943379724,-2.701083584231794e-05,-0.0002031748528242831,0.00020496245039779783,23,CADC0872,0,nominal,1
202,-8.968957113861387e-06,2.0140730385627986e-05,-4.24374e-05,2.26584e-05,0.0,6.50958e-05,-3.738238e-05,-2.9991075e-05,1.46386575e-06,1.9298540000000008e-05,3.145494075e-05,-0.1811360840432008,-1.3019901857550655,-1.1036525286798173e-08,-7.859786322538175e-06,1.797064676616915e-08,2.5890331866189346e-06,2.60208e-05,-6.3845999999999964e-06,0.0,3.24054e-05,9.81904248597223e-08,2.2047476322174453e-05,4.0564902046655837e-10,1.0,1.0,0.0,2,-0.0026964106426169603,-0.00011031280059921268,0.00269866620158812,-0.0003697413304606291,-0.0004716075911126959,0.0005992681965914058,24,CADC0872,1,anomaly,1
209,9.865551913875601e-07,2.6345800845177316e-05,-4.01222e-05,3.99592e-05,1.30626e-06,8.00814e-05,-3.43364e-05,-2.44328e-05,2.61347e-05,3.6496e-05,5.05675e-05,-0.03125511477943608,-1.4755890643097807,3.463822933513856e-08,-2.6158206594668525e-06,7.054326923076916e-09,1.4465639290646976e-06,4.70995e-06,-5.914199999999998e-06,0.0,1.0624149999999999e-05,1.4527057328375452e-07,2.6364265840705664e-05,6.941012221737458e-10,1.0,1.0,0.0,2,-0.0038775582765689567,0.00030735974378787943,0.003889720838349427,-5.631196269895319e-05,-7.046666130450711e-07,5.6316371492167677e-05,25,CADC0872,0,nominal,1
211,2.9755845450236967e-06,2.8932440396799493e-05,-3.92556e-05,4.53766e-05,2.66248e-06,8.46322e-05,-3.5578e-05,-2.54349e-05,3.165335e-05,4.13003e-05,5.708825e-05,-0.009346340254696151,-1.4931356400078037,-1.2641399693412205e-08,4.302931512831979e-06,-1.2051428571428537e-08,1.5795164744306154e-06,7.644500000000004e-06,-6.6659e-06,0.0,1.4310400000000004e-05,1.7849338445747614e-07,2.9085051327081047e-05,8.370861073143552e-10,1.0,1.0,0.0,2,-0.004309764170594795,-0.00011965560508273463,0.004311424900189073,-4.952905251476588e-06,-0.00011999109078899542,0.00012009326850062433,26,CADC0872,0,nominal,1
203,7.010657576354678e-06,2.2390803827611936e-05,-4.03708e-05,3.62547e-05,8.57323e-06,7.66255e-05,-3.0090200000000002e-05,-5.736445e-06,2.71579e-05,3.418394e-05,3.2894345e-05,-0.47895679579264056,-0.8336900319426253,1.5226802839756592e-07,-8.368413291799476e-06,1.6548490099009905e-07,1.8136804740170914e-06,8.596509999999999e-06,-9.287329999999999e-06,0.0,1.7883839999999996e-05,1.1175097538699863e-07,2.3462681340790966e-05,5.013480960466014e-10,1.0,1.0,0.0,2,-0.0029493625784077883,0.0008540810630705206,0.0030705364484415274,-7.433871984154736e-05,0.0006058658890756198,0.0006104094697930818,27,CADC0872,0,nominal,1
182,-4.743231538461536e-07,1.5108014358611871e-05,-3.15582e-05,1.9427e-05,2.2982649999999998e-06,5.09852e-05,-2.49204e-05,-9.36653e-06,1.3120025e-05,1.647919e-05,2.2486555e-05,-0.6228378324931242,-0.7797241551683598,-1.7385643908668082e-07,1.5259684583498458e-05,-1.4075872928176794e-07,1.102222091198978e-06,4.1505e-06,-5.396700000000002e-06,0.0,9.547200000000002e-06,4.158282861720206e-08,1.5115458322998248e-05,2.2825209786002245e-10,1.0,1.0,0.0,4,-0.0015185858729929685,-0.0010382294667662302,0.0018395715477565714,4.3900797789223145e-06,-0.0004000806268393176,0.00040010471225993655,28,CADC0872,0,nominal,0
226,2.5735809424778764e-06,1.997898603897775e-05,-3.43407e-05,3.6554e-05,2.38413e-06,7.08947e-05,-2.53084e-05,-1.38963e-05,2.2044575e-05,2.81323e-05,3.5940875e-05,-0.18486716802377484,-1.2579965834416331,6.52406109176198e-08,-4.775802744918952e-06,-28.75103553796737,748.4119073549903,2778.07,-7079.000000000001,0.0,9857.070000000002,9.170700365497261e-08,2.0144061209526572e-05,3.9915988314566786e-10,1.0,1.0,0.5497474167490214,2,-0.003065818316030289,0.00047981600430384297,0.003103137983540677,1.077070803198251e-05,0.0003482152659088406,0.0003483818014240623,29,CADC0872,1,anomaly,1
195,-2.1828606729743593e-06,1.110938812896962e-05,-2.47462e-05,1.44274e-05,-2.08004e-06,3.91736e-05,-1.9714740000000002e-05,-9.348845e-06,7.703965e-06,1.1473119999999998e-05,1.705281e-05,-0.3856325215567748,-0.8880815455825006,8.106298922639052e-08,-1.005677902649776e-05,-98.70947006707225,759.671446099273,2222.669999999999,-9024.705,-8.700000000000442e-09,11247.375,2.49957601369533e-08,1.1321810160822749e-05,1.2341850460009111e-10,1.0,1.0,0.5177269909067925,6,-0.0013955110483290472,0.0004801348071359584,0.0014757982650186034,-1.957604744467335e-05,0.00023628980998272105,0.00023709933769461804,30,CADC0872,0,nominal,0
199,3.98613059798995e-06,1.1937066279345267e-05,-1.49408e-05,2.46936e-05,0.0,3.96344e-05,-9.933535999999999e-06,-5.3851750000000005e-06,1.51056e-05,2.262788e-05,2.0490775000000002e-05,0.3714784956999048,-1.0926725484230801,-4.126860251682881e-09,4.390998400470377e-06,-63.058333333163596,431.0411025770976,2228.2999999999997,-2764.0700000000006,0.0,4992.370000000001,3.1518174911841e-08,1.2585022387811376e-05,1.4249355135748187e-10,1.0,0.9949494949494949,0.45502219667774657,2,-0.0014989393319426014,0.00022772403329212123,0.0015161389633484665,0.00018962091020644786,-0.000461385781136476,0.0004988315633782989,31,CADC0872,1,anomaly,0
203,6.426002753694582e-07,1.512724051689934e-05,-2.72837e-05,2.27803e-05,1.1483e-06,5.0064e-05,-2.183752e-05,-1.21345e-05,1.5644600000000003e-05,2.001854e-05,2.7779100000000003e-05,-0.15358400821926066,-1.2901575129495162,-6.592445999426567e-08,7.3110380168583805e-06,-23.98829704026072,513.9697734025557,2222.7,-3033.5000000000005,-2.780450000000001e-07,5256.200000000001,4.6537007176315256e-08,1.514088309082485e-05,2.28833405656121e-10,1.0,1.0,0.5540132607341696,6,-0.0020872358364327544,-0.0004818518532592216,0.002142133199728366,1.2267140576405132e-05,-0.00023289216891202386,0.0002332150189813425,32,CADC0872,0,nominal,1
230,2.1019733434782606e-06,1.909313043928999e-05,-2.77429e-05,3.21103e-05,1.963915e-06,5.9853200000000005e-05,-2.332202e-05,-1.6717799999999998e-05,2.1296775e-05,2.763705e-05,3.8014575e-05,0.019844297018031535,-1.4942384421491517,-1.0579143811597432e-08,3.3146651982294176e-06,-76.48247156533407,746.287943989011,3053.7999999999975,-5987.900000000001,-1.3660000000000137e-07,9041.699999999997,8.486216203894006e-08,1.9208485674525075e-05,3.645476299717419e-10,1.0,1.0,0.5118678868853311,4,-0.003094526282312453,-0.0001971716440952745,0.003100801439814837,2.608909098972592e-05,1.5072612987407242e-05,3.0130123314356943e-05,33,CADC0872,0,nominal,1
186,-7.543538026881721e-06,9.352391877694572e-06,-2.47926e-05,6.01002e-06,-8.094454999999999e-06,3.080262e-05,-2.17936e-05,-1.47934e-05,1.9316075e-06,4.4907e-06,1.67250075e-05,-0.2081805538291964,-1.1978992609144303,5.943472791917584e-08,-1.3052114772035872e-05,-16.94437292164412,478.36437593479604,2635.8999999999996,-2061.100000000003,6.853500000000018e-08,4697.000000000003,2.6853229162237904e-08,1.2015498316631648e-05,8.74672338339674e-11,1.0,1.0,0.6062735088782683,6,-0.0011541917874578265,0.00032584062002389386,0.0011993042949529733,3.28825088456608e-05,0.0001745944078281152,0.00017766391483031995,34,CADC0872,0,nominal,1
227,6.124206829515419e-06,2.5412749998506418e-05,-4.22256e-05,4.07697e-05,6.7062e-06,8.29953e-05,-3.206056e-05,-1.33909e-05,2.96889e-05,3.8881600000000004e-05,4.30798e-05,-0.26072579726340317,-1.1283898004965605,-1.1751996583189479e-07,1.942467133254277e-05,-12.275575290757473,689.066675997225,3881.3999999999996,-3610.72,-1.3634999999999743e-07,7492.119999999999,1.5511222619344056e-07,2.61402710731406e-05,6.458078624865879e-10,1.0,1.0,0.5949641173087296,2,-0.0038681103805869696,-0.0009354249002990626,0.003979610239772758,2.18640418375963e-05,-0.0006349443601888639,0.0006353206882048797,35,CADC0872,0,nominal,0
214,3.7435944813084126e-06,2.531267442270797e-05,-4.27912e-05,3.7995e-05,4.94193e-06,8.07862e-05,-3.556705e-05,-1.5554775e-05,2.7802000000000002e-05,3.570341e-05,4.3356775e-05,-0.26317816762846685,-1.1666609687637206,1.4300665705686493e-07,-1.1372342820683568e-05,-64.07321579591861,574.2860081678044,3716.4,-3339.499999999999,1.3189999999999784e-07,7055.9,1.4011564101908633e-07,2.5588004730156215e-05,6.407314864300141e-10,1.0,0.9953051643192489,0.6316953311381843,2,-0.0035995648272630198,0.0010931396720688666,0.0037618906534241372,-5.490644041626101e-05,0.000432081883527699,0.0004355565075533007,36,CADC0872,0,nominal,1
193,6.116210595854922e-06,2.661514548295606e-05,-4.42395e-05,4.15732e-05,7.26208e-06,8.581269999999999e-05,-3.541308e-05,-1.45237e-05,3.26626e-05,3.975986e-05,4.71863e-05,-0.28627220875324316,-1.1530599379094726,-1.9006997412834092e-07,2.42102812417617e-05,-47.305218821249944,708.7244604598585,5673.400000000001,-5288.317,-1.0822500000000014e-07,10961.717,1.4393438221843053e-07,2.7308863050880833e-05,7.083659690789163e-10,1.0,0.9947916666666666,0.6249782982343378,2,-0.003298466374115116,-0.0013454173782211935,0.0035623066042646733,4.489774934218836e-06,-0.0004551874893629177,0.0004552096314353161,37,CADC0872,0,nominal,1
197,1.7975299492386363e-08,2.781920884011597e-05,-4.23338e-05,3.86183e-05,1.27825e-06,8.09521e-05,-3.798804e-05,-2.72884e-05,2.81624e-05,3.668578e-05,5.54508e-05,-0.06662274596068067,-1.4850694590849882,1.914983378225057e-08,-1.862402287735305e-06,21.663214275745368,646.6193549427119,2902.6000000000013,-4313.939999999999,-3.1399999999999394e-08,7216.54,1.5246001460947155e-07,2.781921464745866e-05,7.739083804899865e-10,1.0,1.0,0.6226998490772391,2,-0.0038673210215025423,0.00016288806171599758,0.00387074985035265,-0.00012956306249013207,-9.376911520843192e-05,0.0001599350934873083,38,CADC0872,0,nominal,1
202,-4.013059732673268e-06,2.6515323669030403e-05,-4.12559e-05,3.50802e-05,-4.380135e-06,7.63361e-05,-3.830866e-05,-3.1099725e-05,2.218385e-05,3.222027e-05,5.3283575e-05,0.042281717165153804,-1.5032768274517874,8.43260395287315e-09,-4.853815394113194e-06,-25.59238304799396,687.9710036023982,4168.15,-3612.0999999999985,1.4209999999999988e-07,7780.249999999998,1.452717416136724e-07,2.6817289902065933e-05,7.030623892734439e-10,1.0,0.9950248756218906,0.6347915585168787,6,-0.003782477362566747,-4.31463290011985e-05,0.0037827234374239118,7.910429627660428e-05,0.00010305538867723163,0.00012991498306520334,39,CADC0872,0,nominal,1
182,-5.132656549999999e-06,1.737005850639877e-05,-3.98787e-05,2.37947e-05,-3.8137350000000003e-06,6.36734e-05,-3.14704e-05,-1.820185e-05,1.0940849999999999e-05,1.713717e-05,2.9142699999999998e-05,-0.27043835214809575,-1.0719674877397283,1.0316472752896252e-07,-1.4487770083725261e-05,38.953181769882015,1127.7699602131781,10549.800000000001,-6112.419999999998,1.466500000000001e-07,16662.22,5.97074834312273e-08,1.8112512133218136e-05,3.0171893251571624e-10,1.0,1.0,0.6038550190053077,8,-0.00212319018170818,0.00048512998760348954,0.002177909009250427,-2.8479081586447074e-05,0.00030697655375308514,0.00030829476583641227,40,CADC0872,0,nominal,1
200,4.0690412199999995e-06,2.108359819827203e-05,-3.15561e-05,3.46141e-05,4.74449e-06,6.61702e-05,-2.5350239999999996e-05,-1.5613925e-05,2.4623725e-05,3.090044e-05,4.0237650000000006e-05,-0.1200316282187603,-1.4026988422537556,-8.932325919869773e-08,1.2882567205135504e-05,-57.743718600114256,660.1864548711952,4583.400000000001,-3884.71,7.099999999999983e-08,8468.11,9.221504188724774e-08,2.1472661908488168e-05,4.445181129861796e-10,1.0,0.9949748743718593,0.5802225135220526,2,-0.0028666506253453555,-0.0007514632122128954,0.002963508523203914,-2.5341287845767526e-05,-0.00022962523884951334,0.00023101933076341924,41,CADC0872,0,nominal,1
